,Name,Active,Summary
599,Jack Unterweger,"   Active for 19 years   (1974-1992) in Austria, United States, Czech Republic"," Jack Unterweger (Johann Unterweger) an Austrian serial killer known as Jack the Writer, Häfenliterat, Knastpoet, Vienna Woods Killer and The Vienna Strangler. Unterweger served fourteen years in Austrian prison for a murder in 1974. Unterweger raped strangled and killed at least nine prostitutes after his release. He was a small star in Austrian media in the early 1990s and was arrested in the United States, where he may have killed another three prostitutes. Jack Unterweger committed suicide by hanging himself in 1994 after being sentenced to life in prison. "
600,Andrew Urdiales,   Active for 11 years   (1986-1996) in United States," Andrew Urdiales an American serial killer convicted for the murders of eight women between 1986 and 1995 in Illinois, Indiana and California. Urdiales abducted, raped and shot his victims, before dumping the bodies. Some of his murders were committed while he was enlisted in the Marines. He was arrested in connection with a series of murders in 1997. While police ran ballistic tests on his gun, Urdiales confessed to all eight murders. He was convicted of three murders in 2002 and five murders in 2018. In 2018, Urdiales committed suicide by hanging himself in his cell at San Quentin State Prison in San Quentin, California. "
601,Anatoly Utkin,   Active for 6 years   (1968-1973) in Russia, Anatoly Utkin (Anatoly Viktorovich Utkin) a Soviet serial killer and rapist known as the Ulyanovsky maniac. Utkin operated in the Ulyanovsk and Penza regions in the late 1960s and early 1970s. He killed eight girls and one man from 1968 to 1973. He was known to rape at least one of his victims. He had other charges including theft and robbery. He was found guilty on all counts and sentenced to death by firing squad. He made petitions for a pardon but all requests were rejected. Anatoly Utkin was executed by firing squad in 1975. 
602,Joseph Vacher,   Active for 4 years   (1894-1897) in France," Joseph Vacher a French serial killer known as The French Ripper and L'eventreur du Sud-Est (The South-East Ripper). He murdered eleven to twenty-seven victims between 1894 and 1897. Vacher raped stabbed, sodomized and disembowelled women, teenage boys and girls who worked alone in the countryside as farm laborers. Vacher claimed he was insane but was pronounced sane and fit to stand trial. He was arrested in 1987 and sentenced to death in 1898. In 1898, Joseph Vacher was executed via guillotine at a prison in Bourg-en-Bresse, Ain, France. "
603,Darren Deon Vann,   Active for 2 years   (2013-2014) in United States," Darren Deon Vann an American serial killer and rapist also known as Donald Vann. Vann confessed to the murders of at least seven women in Gary, Indiana between 1995 and 2010. Vann would rape and strangle victims prior to leaving their bodies in abandoned structures in Gary, Indiana. He was captured after police traced the missing cell phone of one of his victims, which Vann astir had in his possession. In 2018, Darren Deon Vann was convicted on seven counts of murder and was sentenced to seven concurrent life sentences. Thomas Hargrove, founder of the Murder Accountability Project, together with a Gary, Indiana deputy coroner, attempted to persuade police that there were eighteen similar murders. Authorities denied any connection in the cases. "
604,Dorángel Vargas,   Active for 3 years   (1997-1999) in Venezuela," Dorángel Vargas a homeless cannibal serial killer known as The People Eater, The Hannibal Lecter of the Andes and El comegente. Vargas hunted his victims at park in the city of San Cristobal, Táchira State. Vargas confessed to killing and eating at least 10 men in a period of two years preceding his arrest in 1999. The following statement has been reported as Vargas own words: ""Human meat is nice, but I eat all kinds of meat, dog, cats , lizards. I buried the heads and feet and throw the other bones into the river. I also stored some meat in containers. The heart and the liver must be spiced up, If I was hungry I used to kill men, never women because they do no harm."" "
605,Jose Antonio Rodriguez Vega,   Active for 2 years   (1987-1988) in Spain," Jose Antonio Rodriguez Vega a Spanish serial killer and rapist who was known as El Mataviejas (The Old Lady Killer). Rodriguez Vega raped and killed at least sixteen elderly women, ranging in age from 61 to 93 years old, in and around Santander, Cantabriam, between 1987 and 1988. He was known to beat, rape and suffocate elderly victims at the home of the victim. In 1992, Rodriguez Vega was sentenced to 440 years in prison. In 2000, Jose Antonio Rodriguez Vega died after being attacked and stabbed 113 times by two fellow inmates, El Carrot and Daniel RO, at a prison in Topas, Spain. Rodriguez Vega had already met at least one of his two murderers in the prison of Dueñas. "
606,Romulus Veres,   Active for 1 year   (1970) in Romania," Romulus Veres a Romanian serial killer known as The Hammer Man or The Man with the Hammer. He would kill his victims with a hammer or by stabbing them with a knife. One victim was pregnant and found in a pool of blood, the neighbors thought she had given birth. Discovering that the woman had been hit in the head, she was rushed to the hospital and later survived. Veres set fire to the bodies of two of his later victims and was known to have raped at least one victim. Veres blamed the Devil for his actions, he suffered from schizophrenia which was used as the grounds of insanity. In 1976, Romulus Veres was institutionalized in the Stei Psychiatric Hospital in Romania where he died from liver disease in 1993. "
607,Manuel Delgado Villegas,"   Active for 8 years   (1964-1971) in Spain, Italy, France"," Manuel Delgado Villegas a Spanish serial killer and wandering criminal known as El Arropiero (The Arrope Trader) and El Estrangulador del Puerto (The Strangler of Puerto). Villegas confessed to the murders of forty-eight people of different gender, age and sexual orientation in three separate countries, police only investigated him for twenty-two murders in Spain. Villegas would beat, suffocate, strangle rob and/or rape his victims. Some of his victims were killed with hand to hand combat techniques that he learned while in the Spanish Foreign Legion. He was diagnosed with a severe mental disorder and XYY syndrome. Villegas interned in a mental institution until his death in 1998. "
608,James Vlassakis,   Active for 3 years   (1997-1999) in Australia," James Vlassakis Snowtown murderer and stepson of John Justin Bunting; sentenced to four consecutive life sentences with a non-parole period of 26 years. The Snowtown murders (also known as the bodies-in-barrels murders) were a series of murders committed by Vlassakis, Bunting, and Robert Joe Wagner between 1992 and 1999. "
609,Robert Joe Wagner,   Active for 8 years   (1992-1999) in Australia," Robert Joe Wagner an Australian serial killer who was the secondary ringleader in the Snowtown murders. The Snowtown murders were a series of murders committed by John Bunting, Robert Wagner, and James Vlassakis between August 1992 and May 1999, in South Australia. On May 20th 1999, the remains of eight victims were found by the South Australian Police in six plastic barrels in an unused bank vault. A piece of the flesh of the eleventh and final victim, David Johnson, was fried and eaten by Bunting and Wagner. Wagner and John Justin Bunting; sentenced to ten consecutive life sentences without the possibility of parole. "
